timestamp,Pressure_kPa
2025-01-01 00:00:01,353.8609988801704
2025-01-01 00:00:03,336.41360379402505
2025-01-01 00:00:05,344.4041039706145
2025-01-01 00:00:07,342.0987418356791
2025-01-01 00:00:09,363.0344012342837
2025-01-01 00:00:11,344.00897649449297
2025-01-01 00:00:13,357.7177801326625
2025-01-01 00:00:15,380.4387651552343
2025-01-01 00:00:17,369.2695246159093
2025-01-01 00:00:19,343.7792035218358
2025-01-01 00:00:21,345.2116828169693
2025-01-01 00:00:23,357.2788708423764
2025-01-01 00:00:25,325.4599599713289
2025-01-01 00:00:27,337.5994426592261
2025-01-01 00:00:29,357.9652121844205
2025-01-01 00:00:31,348.7476727589517
2025-01-01 00:00:33,379.68024210111446
2025-01-01 00:00:35,341.41738189475177
2025-01-01 00:00:37,335.03226068616016
2025-01-01 00:00:39,337.431405229839
2025-01-01 00:00:41,351.02710050856984
2025-01-01 00:00:43,348.4448703495394
2025-01-01 00:00:45,384.3535333564883
2025-01-01 00:00:47,344.9522256087066
2025-01-01 00:00:49,351.79645237026324
2025-01-01 00:00:51,364.2833334415792
2025-01-01 00:00:53,349.4417198380461
2025-01-01 00:00:55,359.4363548072132
2025-01-01 00:00:57,357.06667109867004
2025-01-01 00:00:59,363.7419681358719
2025-01-01 00:01:01,330.10654118775034
2025-01-01 00:01:03,363.3832755965786
2025-01-01 00:01:05,349.23210006164373
2025-01-01 00:01:07,354.1548535313483
2025-01-01 00:01:09,345.5881224096209
2025-01-01 00:01:11,376.3145447411177
2025-01-01 00:01:13,320.7635958307265
2025-01-01 00:01:15,372.5002062355727
2025-01-01 00:01:17,341.36616289783075
2025-01-01 00:01:19,374.5268646307329
2025-01-01 00:01:21,369.9511445676007
2025-01-01 00:01:23,
2025-01-01 00:01:25,364.1364886613954
2025-01-01 00:01:27,385.74974582970685
2025-01-01 00:01:29,342.8718360061478
2025-01-01 00:01:31,343.1179434080386
2025-01-01 00:01:33,342.03938924227225
2025-01-01 00:01:35,365.7958487407279
2025-01-01 00:01:37,332.4720098132654
2025-01-01 00:01:39,367.1677465431814
2025-01-01 00:01:41,347.71445386288
2025-01-01 00:01:43,336.0661731948087
2025-01-01 00:01:45,335.95866777397936
2025-01-01 00:01:47,340.21188633567846
2025-01-01 00:01:49,329.9136650681974
2025-01-01 00:01:51,359.95704575785925
2025-01-01 00:01:53,365.06278716760426
2025-01-01 00:01:55,366.7068351298423
2025-01-01 00:01:57,342.97028163523
2025-01-01 00:01:59,357.0273157883037
2025-01-01 00:02:01,352.5272435039132
2025-01-01 00:02:03,362.8629438809315
2025-01-01 00:02:05,359.2037040806028
2025-01-01 00:02:07,353.92577049172564
2025-01-01 00:02:09,324.73723919597427
2025-01-01 00:02:11,350.15448657084033
2025-01-01 00:02:13,354.35713832709433
2025-01-01 00:02:15,342.31320470217247
2025-01-01 00:02:17,348.7379634424848
2025-01-01 00:02:19,333.3280215725998
2025-01-01 00:02:21,348.04061831940714
2025-01-01 00:02:23,360.4860316635626
2025-01-01 00:02:25,384.2746938964832
2025-01-01 00:02:27,337.78896058577885
2025-01-01 00:02:29,352.66078670522234
2025-01-01 00:02:31,338.6391596223313
2025-01-01 00:02:33,351.71349940424466
2025-01-01 00:02:35,349.78680712980554
2025-01-01 00:02:37,365.67696611861305
2025-01-01 00:02:39,367.8361719255929
2025-01-01 00:02:41,355.7074443901504
2025-01-01 00:02:43,351.5885847004189
2025-01-01 00:02:45,371.14378366093655
2025-01-01 00:02:47,356.0844232867703
2025-01-01 00:02:49,376.17496331292864
2025-01-01 00:02:51,328.9586484411118
2025-01-01 00:02:53,380.2394810901162
2025-01-01 00:02:55,344.28479004409303
2025-01-01 00:02:57,
2025-01-01 00:02:59,352.960978989641
2025-01-01 00:03:01,336.21752796365024
2025-01-01 00:03:03,362.24794113782
2025-01-01 00:03:05,346.81497442528985
2025-01-01 00:03:07,358.1057414593179
2025-01-01 00:03:09,339.17611592552083
2025-01-01 00:03:11,350.5404334756903
2025-01-01 00:03:13,355.3717336874731
2025-01-01 00:03:15,351.13277079604853
2025-01-01 00:03:17,377.87334629781856
2025-01-01 00:03:19,362.8272532473361
2025-01-01 00:03:21,357.1359976474901
2025-01-01 00:03:23,326.27383119343506
2025-01-01 00:03:25,359.83525746725815
2025-01-01 00:03:27,372.7452932607413
2025-01-01 00:03:29,343.8943833618234
2025-01-01 00:03:31,351.30941087661233
2025-01-01 00:03:33,308.9394029641868
2025-01-01 00:03:35,335.6818764484249
2025-01-01 00:03:37,323.1464454018548
2025-01-01 00:03:39,356.0096287673172
2025-01-01 00:03:41,352.2350671736918
2025-01-01 00:03:43,352.9420864534372
2025-01-01 00:03:45,348.01578522434005
2025-01-01 00:03:47,
2025-01-01 00:03:49,336.1595721725737
2025-01-01 00:03:51,353.58051242281164
2025-01-01 00:03:53,363.6789770220551
2025-01-01 00:03:55,352.0830084760482
2025-01-01 00:03:57,353.4527273524373
2025-01-01 00:03:59,342.4792142201971
2025-01-01 00:04:01,349.8716208362634
2025-01-01 00:04:03,365.7121777680404
2025-01-01 00:04:05,324.6857345818929
2025-01-01 00:04:07,352.6479820973024
2025-01-01 00:04:09,346.2959401664496
2025-01-01 00:04:11,354.0453176406904
2025-01-01 00:04:13,381.7383803298311
2025-01-01 00:04:15,348.48196800786513
2025-01-01 00:04:17,377.56277032729946
