timestamp,Temperature_C
2025-01-01 00:00:00,
2025-01-01 00:00:01,54.63038893946156
2025-01-01 00:00:02,56.75616415789498
2025-01-01 00:00:03,59.12328826927536
2025-01-01 00:00:04,54.38259609649808
2025-01-01 00:00:05,54.38634297486811
2025-01-01 00:00:06,59.28608990975871
2025-01-01 00:00:07,57.09799162451309
2025-01-01 00:00:08,53.762039560116605
2025-01-01 00:00:09,56.49823506436867
2025-01-01 00:00:10,53.785797718618966
2025-01-01 00:00:11,53.783257694855045
2025-01-01 00:00:12,55.697728700536814
2025-01-01 00:00:13,49.88227644185354
2025-01-01 00:00:14,50.39455748684837
2025-01-01 00:00:15,53.5373618347454
2025-01-01 00:00:16,52.32459666448964
2025-01-01 00:00:17,55.9114110095061
2025-01-01 00:00:18,52.61498072588319
2025-01-01 00:00:19,51.257128250437695
2025-01-01 00:00:20,59.03130243012025
2025-01-01 00:00:21,54.46815724821961
2025-01-01 00:00:22,55.26378191297963
2025-01-01 00:00:23,51.23833815339824
2025-01-01 00:00:24,53.61902739064789
2025-01-01 00:00:25,55.39205422438842
2025-01-01 00:00:26,51.98858305282767
2025-01-01 00:00:27,56.1143528352631
2025-01-01 00:00:28,53.48194619075234
2025-01-01 00:00:29,54.31979999061163
2025-01-01 00:00:30,53.4864677170471
2025-01-01 00:00:31,60.11592911652186
2025-01-01 00:00:32,55.08203795288044
2025-01-01 00:00:33,52.26636338563653
2025-01-01 00:00:34,57.34675658323577
2025-01-01 00:00:35,51.8333098847458
2025-01-01 00:00:36,55.69722185743714
2025-01-01 00:00:37,49.84588321962759
2025-01-01 00:00:38,51.55459261695344
2025-01-01 00:00:39,55.67592267217524
2025-01-01 00:00:40,57.1419594789144
2025-01-01 00:00:41,55.614496440762295
2025-01-01 00:00:42,54.84325407852375
2025-01-01 00:00:43,54.346226812879166
2025-01-01 00:00:44,51.1708997573277
2025-01-01 00:00:45,53.22303209913043
2025-01-01 00:00:46,53.926589100583605
2025-01-01 00:00:47,58.02824610302311
2025-01-01 00:00:48,
2025-01-01 00:00:49,50.42121226100351
2025-01-01 00:00:50,56.060149675593934
2025-01-01 00:00:51,54.14910306762964
2025-01-01 00:00:52,53.36483807900953
2025-01-01 00:00:53,56.84775570311975
2025-01-01 00:00:54,57.98363066550975
2025-01-01 00:00:55,57.71809049578879
2025-01-01 00:00:56,52.94144906853704
2025-01-01 00:00:57,54.37616516093736
2025-01-01 00:00:58,56.10915202223272
2025-01-01 00:00:59,57.85241476936655
2025-01-01 00:01:00,53.92837463940822
2025-01-01 00:01:01,54.72456798658941
2025-01-01 00:01:02,52.242444922069154
2025-01-01 00:01:03,52.00349358125948
2025-01-01 00:01:04,57.43077328699726
2025-01-01 00:01:05,58.9025037295692
2025-01-01 00:01:06,55.04993039547116
2025-01-01 00:01:07,57.9575986045473
2025-01-01 00:01:08,56.22817908933454
2025-01-01 00:01:09,53.513640510481125
2025-01-01 00:01:10,56.23493399351431
2025-01-01 00:01:11,59.41556658311958
2025-01-01 00:01:12,55.16983952715333
2025-01-01 00:01:13,59.49480966638127
2025-01-01 00:01:14,48.20066196119455
2025-01-01 00:01:15,57.49681243399917
2025-01-01 00:01:16,55.516404669549786
2025-01-01 00:01:17,54.47775963511661
2025-01-01 00:01:18,55.53653545681079
2025-01-01 00:01:19,49.92604715203138
2025-01-01 00:01:20,54.70307096785539
2025-01-01 00:01:21,56.26409083371096
2025-01-01 00:01:22,59.29390261886925
2025-01-01 00:01:23,53.90796089776718
2025-01-01 00:01:24,53.12805952970994
2025-01-01 00:01:25,53.9599499914111
2025-01-01 00:01:26,57.78998145938071
2025-01-01 00:01:27,56.20972545086561
2025-01-01 00:01:28,53.89544659829207
2025-01-01 00:01:29,56.71532289180266
2025-01-01 00:01:30,55.59531185960042
2025-01-01 00:01:31,57.95224558456985
2025-01-01 00:01:32,53.44506237001445
2025-01-01 00:01:33,54.459619520379135
2025-01-01 00:01:34,54.28931687457931
2025-01-01 00:01:35,51.40022007883135
2025-01-01 00:01:36,56.15493671629893
2025-01-01 00:01:37,56.063962711006994
2025-01-01 00:01:38,
2025-01-01 00:01:39,54.73313116628522
2025-01-01 00:01:40,51.54871686479344
2025-01-01 00:01:41,54.238176916357446
2025-01-01 00:01:42,54.45229149003458
2025-01-01 00:01:43,
2025-01-01 00:01:44,54.94955198794303
2025-01-01 00:01:45,56.4796620503433
2025-01-01 00:01:46,60.48512797415658
2025-01-01 00:01:47,55.86748741569522
2025-01-01 00:01:48,56.09521463215448
2025-01-01 00:01:49,55.2025258365565
2025-01-01 00:01:50,50.22654873528391
2025-01-01 00:01:51,55.33934473566435
2025-01-01 00:01:52,55.577254924099336
2025-01-01 00:01:53,62.069088193721285
2025-01-01 00:01:54,54.90266099250124
2025-01-01 00:01:55,56.23991450353279
2025-01-01 00:01:56,55.33571595704783
2025-01-01 00:01:57,52.27770806367311
2025-01-01 00:01:58,58.52246136817984
2025-01-01 00:01:59,57.47075993451232
2025-01-01 00:02:00,57.58002795384399
2025-01-01 00:02:01,52.992596492528406
2025-01-01 00:02:02,59.23918815650051
2025-01-01 00:02:03,51.67034651656084
2025-01-01 00:02:04,57.0435593808915
2025-01-01 00:02:05,61.37697623102802
2025-01-01 00:02:06,52.79199874915378
2025-01-01 00:02:07,53.94114371447566
2025-01-01 00:02:08,55.742906999042965
2025-01-01 00:02:09,54.118164747378174
2025-01-01 00:02:10,51.29445842085703
2025-01-01 00:02:11,55.67007035878938
2025-01-01 00:02:12,52.620430912439694
2025-01-01 00:02:13,56.7710510852875
2025-01-01 00:02:14,53.013606643374594
2025-01-01 00:02:15,59.68457549252329
2025-01-01 00:02:16,53.38866920255064
2025-01-01 00:02:17,54.63758746047388
2025-01-01 00:02:18,57.70735047276196
2025-01-01 00:02:19,52.19122073216649
2025-01-01 00:02:20,56.13239657945904
2025-01-01 00:02:21,59.05124053067128
2025-01-01 00:02:22,51.18545066724114
2025-01-01 00:02:23,56.02786709318402
2025-01-01 00:02:24,56.23473946212626
2025-01-01 00:02:25,57.647677881657074
2025-01-01 00:02:26,52.2006893861602
2025-01-01 00:02:27,51.97892359512177
2025-01-01 00:02:28,56.9570987895546
2025-01-01 00:02:29,56.35341525885535
2025-01-01 00:02:30,56.23158738236927
2025-01-01 00:02:31,56.49436686373553
2025-01-01 00:02:32,53.72658992761445
2025-01-01 00:02:33,56.19344160189392
2025-01-01 00:02:34,56.36135220682442
2025-01-01 00:02:35,
2025-01-01 00:02:36,60.61504742385719
2025-01-01 00:02:37,56.86050493526931
2025-01-01 00:02:38,52.36833637618047
2025-01-01 00:02:39,57.36125029631389
2025-01-01 00:02:40,52.96061474209426
2025-01-01 00:02:41,57.72108334462445
2025-01-01 00:02:42,58.72786260453376
2025-01-01 00:02:43,53.38751187201598
2025-01-01 00:02:44,58.20816923431078
2025-01-01 00:02:45,56.72526170507466
2025-01-01 00:02:46,57.8340151143115
2025-01-01 00:02:47,60.73949317823335
