timestamp,VibVelocity_mm_s
2025-01-01 00:00:04,9.549631169646476
2025-01-01 00:00:09,10.79391626825777
2025-01-01 00:00:14,10.75588775781426
2025-01-01 00:00:19,9.04935615060428
2025-01-01 00:00:24,9.13552122400331
2025-01-01 00:00:29,8.991466967706542
2025-01-01 00:00:34,11.139881237331837
2025-01-01 00:00:39,10.081265550718951
2025-01-01 00:00:44,10.001421146008266
2025-01-01 00:00:49,10.37019909489512
2025-01-01 00:00:54,9.462975489354587
2025-01-01 00:00:59,9.936926357168243
2025-01-01 00:01:04,9.339175204840116
2025-01-01 00:01:09,10.416589638176522
2025-01-01 00:01:14,9.48643305993385
2025-01-01 00:01:19,10.27803824682132
2025-01-01 00:01:24,10.701991890089651
2025-01-01 00:01:29,9.999435455132607
2025-01-01 00:01:34,
2025-01-01 00:01:39,9.352040358494556
2025-01-01 00:01:44,
2025-01-01 00:01:49,10.218052835928646
2025-01-01 00:01:54,9.96247869889179
2025-01-01 00:01:59,9.24743098746721
2025-01-01 00:02:04,9.808642017385598
2025-01-01 00:02:09,10.823587879767055
2025-01-01 00:02:14,9.683148658659212
2025-01-01 00:02:19,10.12583897677979
2025-01-01 00:02:24,9.880152788590664
2025-01-01 00:02:29,10.234812498614902
2025-01-01 00:02:34,10.332602745978
2025-01-01 00:02:39,10.481840191441982
2025-01-01 00:02:44,10.443471866155726
2025-01-01 00:02:49,10.630457960578475
2025-01-01 00:02:54,10.39514500855269
2025-01-01 00:02:59,10.26090508499026
2025-01-01 00:03:04,9.839151709737626
2025-01-01 00:03:09,8.307503450363079
2025-01-01 00:03:14,9.918718789616936
2025-01-01 00:03:19,9.682671976975469
2025-01-01 00:03:24,9.742087592885696
2025-01-01 00:03:29,9.125669656966137
2025-01-01 00:03:34,10.622686725836406
2025-01-01 00:03:39,9.05792613055134
2025-01-01 00:03:44,10.431500586135142
2025-01-01 00:03:49,10.043289397361226
2025-01-01 00:03:54,10.447849427976909
2025-01-01 00:03:59,10.714855418933675
2025-01-01 00:04:04,11.40194841728544
2025-01-01 00:04:09,11.023932195212453
2025-01-01 00:04:14,10.84012262272869
2025-01-01 00:04:19,11.076260357967271
2025-01-01 00:04:24,10.242445404777817
2025-01-01 00:04:29,10.271442429827957
2025-01-01 00:04:34,9.933183587014682
2025-01-01 00:04:39,10.405827936703886
2025-01-01 00:04:44,10.897310470394617
2025-01-01 00:04:49,10.222025475071062
2025-01-01 00:04:54,10.2372215180933
2025-01-01 00:04:59,9.85867915011
2025-01-01 00:05:04,11.20269815530664
2025-01-01 00:05:09,10.261146400093962
2025-01-01 00:05:14,10.590913902171753
2025-01-01 00:05:19,10.139072313247423
2025-01-01 00:05:24,10.540172251289164
2025-01-01 00:05:29,9.174880246654142
2025-01-01 00:05:34,10.350180037450968
2025-01-01 00:05:39,9.904265462732816
2025-01-01 00:05:44,11.063508630518792
2025-01-01 00:05:49,10.748190814717
2025-01-01 00:05:54,10.118672778432224
